source_paper_id,author_id,author_name,institutions,paper_subfield,paper_field,paper_topic,referenced_paper_id,referenced_paper_name,relationship
https://openalex.org/W3194468518,https://openalex.org/A5033217373,Yan Kestens,Université de Montréal,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2061396499,Using experienced activity spaces to measure foodscape exposure,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5083182664,Marketta Kyttä,Aalto University,"Health, Toxicology and Mutagenesis",Environmental Science,Urban Green Space and Health,https://openalex.org/W2326394492,Urban happiness: context-sensitive study of the social sustainability of urban settings,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W2404141049,A Review of Sampling Effects and Response Bias in Internet Participatory Mapping (PPGIS/PGIS/VGI),outgoing
https://openalex.org/W3194468518,https://openalex.org/A5037321753,Ron Buliung,University of Toronto,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2084464213,Urban Form and Household Activity‐Travel Behavior,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5001711717,Karen Villanueva,The University of Western Australia,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2084111936,How far do children travel from their homes? Exploring children's activity spaces in their neighborhood,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5075504564,Maarit Kahila,,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W172443225,SoftGIS as a Bridge-Builder in Collaborative Urban Planning,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5070469072,Julie Vallée,UMR Géographie-cités; Centre National de la Recherche Scientifique; Inserm; Université Paris 1 Panthéon-Sorbonne; Université Paris Cité,Health,Social Sciences,Health disparities and outcomes,https://openalex.org/W2040941051,The role of daily mobility in mental health inequalities: The interactive influence of activity space and neighbourhood of residence on depression,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W2100521693,An evaluation of the use of points versus polygons in public participation geographic information systems using quasi-experimental design and Monte Carlo simulation,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5016719859,Stephen A. Matthews,Pennsylvania State University,Sociology and Political Science,Social Sciences,"Urban, Neighborhood, and Segregation Studies",https://openalex.org/W181728059,Spatial Polygamy and the Heterogeneity of Place: Studying People and Place via Egocentric Methods,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5033217373,Yan Kestens,Université de Montréal,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W1963570368,Association between Activity Space Exposure to Food Establishments and Individual Risk of Overweight,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5032739371,Nora Fagerholm,University of Turku,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W3119033176,"A methodological framework for analysis of participatory mapping data in research, planning, and management",outgoing
https://openalex.org/W3194468518,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W2077124009,An empirical evaluation of the spatial accuracy of public participation GIS (PPGIS) data,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5010542592,Anna Broberg,Aalto University,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2037023800,"School travel mode choice and the characteristics of the urban built environment: The case of Helsinki, Finland",outgoing
https://openalex.org/W3194468518,https://openalex.org/A5083182664,Marketta Kyttä,Aalto University,"Health, Toxicology and Mutagenesis",Environmental Science,Urban Green Space and Health,https://openalex.org/W2147078704,Urban Environment and Children's Active Lifestyle: SoftGIS Revealing Children's Behavioral Patterns and Meaningful Places,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5009791880,Yang Xu,University of Tennessee at Knoxville,Transportation,Social Sciences,Human Mobility and Location-Based Analysis,https://openalex.org/W2277972536,Another Tale of Two Cities: Understanding Human Activity Space Using Actively Tracked Cellphone Location Data,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5047977683,Mario Torralba,University of Kassel,Global and Planetary Change,Environmental Science,Forest Management and Policy,https://openalex.org/W2802302588,A social-ecological analysis of ecosystem services supply and trade-offs in European wood-pastures,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5100786079,Bi Yu Chen,State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing; Wuhan University,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2789334359,Understanding the Impacts of Human Mobility on Accessibility Using Massive Mobile Phone Tracking Data,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5046010701,Sarah Gottwald,Aalto University,Demography,Social Sciences,Technology Use by Older Adults,https://openalex.org/W2320322222,Exploring the usability of PPGIS among older adults: challenges and opportunities,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5013986348,Samira Ramezani,University of Groningen,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W3139528323,"Residential relocation and travel behavior change: Investigating the effects of changes in the built environment, activity space dispersion, car and bike ownership, and travel attitudes",outgoing
https://openalex.org/W3194468518,https://openalex.org/A5105175726,Nadine Schuurman,,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W595332295,GIS: a short introduction,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5089250499,Tracy Newsome,University of South Florida,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W1505876183,Urban activity spaces: Illustrations and application of a conceptual model for integrating the time and space dimensions,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2129236002,Is PPGIS good enough? An empirical evaluation of the quality of PPGIS crowd-sourced spatial data for conservation planning,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5016893039,Qunying Huang,University of Wisconsin–Madison,Transportation,Social Sciences,Human Mobility and Location-Based Analysis,https://openalex.org/W2135903405,Modeling and Visualizing Regular Human Mobility Patterns with Uncertainty: An Example Using Twitter Data,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5008834337,Isabelle D. Wolf,National Parks and Wildlife Service; Parks and Wildlife Service; UNSW Sydney,Social Psychology,Psychology,"Recreation, Leisure, Wilderness Management",https://openalex.org/W407471034,The use of public participation GIS (PPGIS) for park visitor management: A case study of mountain biking,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5053397788,Camille Perchoux,Université de Montréal; Inserm; Sorbonne Université; Université Paris Cité,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2091176894,Assessing patterns of spatial behavior in health studies: Their socio-demographic determinants and associations with transportation modes (the RECORD Cohort Study),outgoing
https://openalex.org/W3194468518,https://openalex.org/A5053397788,Camille Perchoux,Centre Hospitalier de l’Université de Montréal; Université de Montréal; Inserm; Institut Pierre Louis d‘Épidémiologie et de Santé Publique; Sorbonne Université,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2416877099,"Residential buffer, perceived neighborhood, and individual activity space: New refinements in the definition of exposure areas – The RECORD Cohort Study",outgoing
https://openalex.org/W3194468518,https://openalex.org/A5112376991,Tiina Laatikainen,Aalto University,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W1238582931,Comparing conventional and PPGIS approaches in measuring equality of access to urban aquatic environments,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5014564284,Jonny Huck,Lancaster University,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W2035787421,Spraycan: A PPGIS for capturing imprecise notions of place,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5026835722,Mohammad Haybatollahi,Aalto University,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2068753477,"Neighbourhood preferences, active travel behaviour, and built environment: An exploratory study",outgoing
https://openalex.org/W3194468518,https://openalex.org/A5033217373,Yan Kestens,Centre Hospitalier de l’Université de Montréal; Université de Montréal,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2784173176,Integrating activity spaces in health research: Comparing the VERITAS activity space questionnaire with 7-day GPS tracking and prompted recall,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5112376991,Tiina Laatikainen,Aalto University,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2883127076,Capturing exposure in environmental health research: challenges and opportunities of different activity space models,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5083182664,Marketta Kyttä,Aalto University,"Health, Toxicology and Mutagenesis",Environmental Science,Urban Green Space and Health,https://openalex.org/W2027024126,Perceived environmental quality as an input to urban infill policy-making,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5053397788,Camille Perchoux,Luxembourg Institute of Socio-Economic Research,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2943795884,"Walking, trip purpose, and exposure to multiple environments: A case study of older adults in Luxembourg",outgoing
https://openalex.org/W3194468518,https://openalex.org/A5111517181,Linda M. Burton,Duke University,Emergency Medical Services,Health Professions,Global Health Workforce Issues,https://openalex.org/W2505868748,"Communities, Neighborhoods, and Health",outgoing
https://openalex.org/W3194468518,https://openalex.org/A5080003785,Michał Czepkiewicz,University of Iceland; Adam Mickiewicz University in Poznań,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2789586844,"Urban structural and socioeconomic effects on local, national and international travel patterns and greenhouse gas emissions of young adults",outgoing
https://openalex.org/W3194468518,https://openalex.org/A5021424620,Suzanne Mavoa,The University of Melbourne; Massey University,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2942335625,How Do Neighbourhood Definitions Influence the Associations between Built Environment and Physical Activity?,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5082690749,Jue Wang,University of Illinois Urbana-Champaign,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2797128225,An Innovative Context-Based Crystal-Growth Activity Space Method for Environmental Exposure Assessment: A Study Using GIS and GPS Trajectory Data Collected in Chicago,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5021424620,Suzanne Mavoa,Massey University,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2057248581,Linking GPS and travel diary data using sequence alignment in a study of children's independent mobility,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5015055678,Kamyar Hasanzadeh,Aalto University,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2608730805,Where is my neighborhood? A dynamic individual-based definition of home ranges and implementation of multiple evaluation criteria,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5042077830,Martine Shareck,Université de Montréal,Transportation,Social Sciences,Human Mobility and Location-Based Analysis,https://openalex.org/W2138280582,"Examining the spatial congruence between data obtained with a novel activity location questionnaire, continuous GPS tracking, and prompted recall surveys",outgoing
https://openalex.org/W3194468518,https://openalex.org/A5016902383,Victoria Egli,University of Auckland,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2964954994,Understanding children’s neighbourhood destinations: presenting the Kids-PoND framework,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5002435280,J. Boone-Heinonen,University of North Carolina at Chapel Hill,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2120938009,Life stage and sex specificity in relationships between the built and socioeconomic environments and physical activity,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5089278755,Ian Babelon,Northumbria University,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W2545776022,"Toward Cyborg PPGIS: exploring socio-technical requirements for the use of web-based PPGIS in two municipal planning cases, Stockholm region, Sweden",outgoing
https://openalex.org/W3194468518,https://openalex.org/A5017665732,Jennifer Munro,Murdoch University,"Management, Monitoring, Policy and Law",Environmental Science,Coastal and Marine Management,https://openalex.org/W2738811964,Identifying ‘public values’ for marine and coastal planning: Are residents and non-residents really so different?,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5015055678,Kamyar Hasanzadeh,Aalto University,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2782331255,A place-based model of local activity spaces: individual place exposure and characteristics,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5013986348,Samira Ramezani,Aalto University,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2982754991,Shopping trip mode choice of older adults: an application of activity space and hybrid choice models in understanding the effects of built environment and personal goals,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5031733842,Charles S. Peirce,,History,Arts and Humanities,Catholicism and Religious Studies,https://openalex.org/W3104338983,"<i>Clark University, 1889-1899. Decennial Celebration</i> . Worcester, Mass., Published by the University. 1899. 4to. Pp. 566.",outgoing
https://openalex.org/W3194468518,https://openalex.org/A5112376991,Tiina Laatikainen,Aalto University,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2905759834,"Environmental, Individual and Personal Goal Influences on Older Adults’ Walking in the Helsinki Metropolitan Area",outgoing
https://openalex.org/W3194468518,https://openalex.org/A5086775306,Chao Xu,East China Normal University,Transportation,Social Sciences,Human Mobility and Location-Based Analysis,https://openalex.org/W2078920951,Identifying travel mode from GPS trajectories through fuzzy pattern recognition,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5015055678,Kamyar Hasanzadeh,Aalto University,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2897463085,Exploring centricity of activity spaces: From measurement to the identification of personal and environmental factors,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5043489395,Melody Smith,University of Auckland,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W3110902723,Objective measurement of children's physical activity geographies: A systematic search and scoping review,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5015055678,Kamyar Hasanzadeh,Aalto University,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2915458499,"Beyond geometries of activity spaces: A holistic study of daily travel patterns, individual characteristics, and perceived wellbeing in Helsinki metropolitan area",outgoing
https://openalex.org/W3194468518,https://openalex.org/A5024745479,Dina Saadallah,Alexandria University,General Health Professions,Health Professions,Community Health and Development,https://openalex.org/W2999431794,Utilizing participatory mapping and PPGIS to examine the activities of local communities,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5060872069,Anna Kajosaari,Aalto University,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2903149478,Residential dissonance and walking for transport,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5083182664,Marketta Kyttä,,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W2599948709,SoftGIS Methodology: Building Bridges in Urban Planning,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5065967723,Elina Renko,University of Helsinki,Applied Psychology,Psychology,Behavioral Health and Interventions,https://openalex.org/W3011723094,"Acceptability, reach and implementation of a training to enhance teachers’ skills in physical activity promotion",outgoing
https://openalex.org/W3194468518,https://openalex.org/A5043457330,Qiujun Wei,Nanjing University,Transportation,Social Sciences,Human Mobility and Location-Based Analysis,https://openalex.org/W2794343796,Using Individual GPS Trajectories to Explore Foodscape Exposure: A Case Study in Beijing Metropolitan Area,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5032381602,Gabriella M. Harari,Stanford University,Sociology and Political Science,Social Sciences,"Privacy, Security, and Data Protection",https://openalex.org/W2974558277,A process-oriented approach to respecting privacy in the context of mobile phone tracking,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5015055678,Kamyar Hasanzadeh,Aalto University,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W3111273211,Centricity and multi-locality of activity spaces: The varying ways young and old adults use neighborhoods and extra-neighborhood spaces in Helsinki Metropolitan Area,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5070980879,Ja Eun Yu,University of Illinois Chicago,Demography,Social Sciences,Technology Use by Older Adults,https://openalex.org/W3096939802,“Maps are hard for me”: Identifying How Older Adults Struggle with Mobile Maps,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5015055678,Kamyar Hasanzadeh,Aalto University,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2914094431,Beyond Housing Preferences: Urban Structure and Actualisation of Residential Area Preferences,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5086764393,Philip Woodall,,Management Science and Operations Research,Decision Sciences,Data Quality and Management,https://openalex.org/W2753868439,An Investigation of How Data Quality is Affected by Dataset Size in the Context of Big Data Analytics.,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5044707616,Gaston Pezzuchi,,Sociology and Political Science,Social Sciences,Crime Patterns and Interventions,https://openalex.org/W2464905426,A Brief Commentary on “The Utility of Hotspot Mapping for Predicting Spatial Patterns of Crime”,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5060872069,Anna Kajosaari,Aalto University,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W3113148455,Examining the effects of residential location and stated residential preferences on activity space size and centricity,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5033439062,Bart Buelens,,Management Science and Operations Research,Decision Sciences,Data Quality and Management,https://openalex.org/W2529983176,Selectivity of Big data,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5084078363,Arto J. Pesola,Deleted Institution; Finland University; South Eastern Finland University of Applied Sciences,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W3012155239,Does free public transit increase physical activity and independent mobility in children? Study protocol for comparing children’s activity between two Finnish towns with and without free public transit,outgoing
https://openalex.org/W3194468518,https://openalex.org/A5100673689,Thanh Tu Nguyen,University of Transport and Communications,Transportation,Social Sciences,Human Mobility and Location-Based Analysis,https://openalex.org/W2785073042,GPS and travel diary: Two recordings of the same mobility,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5001404194,Michael F. Goodchild,"University of California, Santa Barbara","Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W2549412929,Citizens as sensors: the world of volunteered geography,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5072930140,Jon A. Krosnick,,Sociology and Political Science,Social Sciences,Survey Methodology and Nonresponse,https://openalex.org/W2010398643,Response strategies for coping with the cognitive demands of attitude measures in surveys,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5067226620,Muki Haklay,University College London,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W2063935068,How Good is Volunteered Geographical Information? A Comparative Study of OpenStreetMap and Ordnance Survey Datasets,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5043303406,Renée Sieber,McGill University,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W1987349636,Public Participation Geographic Information Systems: A Literature Review and Framework,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5034976702,Richard T. Curtin,SoundRocket (United States); University of Michigan,Sociology and Political Science,Social Sciences,Survey Methodology and Nonresponse,https://openalex.org/W2154529659,Changes in Telephone Survey Nonresponse over the Past Quarter Century,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5109049777,Robert M. Groves,,Sociology and Political Science,Social Sciences,Psychology of Social Influence,https://openalex.org/W2101598151,Understanding The Decision to Participate in a Survey,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5109049777,Robert M. Groves,"University of Maryland, College Park; University of Michigan",Sociology and Political Science,Social Sciences,Survey Methodology and Nonresponse,https://openalex.org/W2138534101,Leverage-Saliency Theory of Survey Participation,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5073282203,Thomas Dietz,,"Management, Monitoring, Policy and Law",Environmental Science,Environmental and Social Impact Assessments,https://openalex.org/W266702687,Public Participation in Environmental Assessment and Decision Making,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W2099504029,Key issues and research priorities for public participation GIS (PPGIS): A synthesis based on empirical research,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5082789898,Jean‐François Girres,"Agropolis International; Gouvernance, Risque, Environnement, Développement; Institut de Recherche pour le Développement","Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W1581541037,Quality Assessment of the French OpenStreetMap Dataset,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5102876829,Edith D. de Leeuw,,Health,Social Sciences,Health disparities and outcomes,https://openalex.org/W2152623314,Trends in household survey nonresponse: a longitudinal and international comparison,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5112067377,Eleanor Singer,,Communication,Social Sciences,Public Relations and Crisis Communication,https://openalex.org/W2070542113,Coming to Public Judgment: Making Democracy Work in a Complex World.,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5067226620,Muki Haklay,University College London,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W2117810730,How Many Volunteers Does it Take to Map an Area Well? The Validity of Linus’ Law to Volunteered Geographic Information,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5013725897,Thomas C. Beierle,Resources For The Future,Global and Planetary Change,Environmental Science,Sustainability and Climate Change Governance,https://openalex.org/W2007211599,USING SOCIAL GOALS TO EVALUATE PUBLIC PARTICIPATION IN ENVIRONMENTAL DECISIONS,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5051442897,Greg Brown,The University of Queensland; University of South Australia,Transportation,Social Sciences,Urban Transport and Accessibility,https://openalex.org/W2117934501,Using participatory GIS to measure physical activity and urban park benefits,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5003195831,Giacomo Rambaldi,,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W2104935957,Participatory Spatial Information Management and Communication in Developing Countries,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5051442897,Greg Brown,The University of Queensland; Central Washington University,Social Psychology,Psychology,"Recreation, Leisure, Wilderness Management",https://openalex.org/W2099507098,Public Participation GIS: A new method for national park planning,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2129037118,Public Participation GIS: A Method for Identifying Ecosystem Services,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5051442897,Greg Brown,,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W188488101,Public Participation GIS (PPGIS) for regional and environmental planning: reflections on a decade of empirical research,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5006153536,Marc Schlossberg,,"Management, Monitoring, Policy and Law",Environmental Science,Environmental and Social Impact Assessments,https://openalex.org/W1162855717,"Delineating ""Public"" and ""Participation"" in PPGIS",outgoing
https://openalex.org/W2404141049,https://openalex.org/A5063218400,Reinout Kleinhans,Delft University of Technology,Political Science and International Relations,Social Sciences,E-Government and Public Services,https://openalex.org/W2158170766,Using Social Media and Mobile Technologies to Foster Engagement and Self-Organization in Participatory Urban Planning and Neighbourhood Governance,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5051442897,Greg Brown,Alaska Pacific University,Economics and Econometrics,"Economics, Econometrics and Finance",Economic and Environmental Valuation,https://openalex.org/W2090135856,Testing a place-based theory for environmental evaluation: an Alaska case study,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2164811385,An analysis of the relationships between multiple values and physical landscapes at a regional scale using public participation GIS and landscape character classification,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5051442897,Greg Brown,Central Washington University,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W24811941,Public Participation GIS: A New Method for Use in National Forest Planning,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5061812543,David Tulloch,"Rutgers, The State University of New Jersey","Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W2008515050,Is VGI participation? From vernal pools to video games,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5076129093,Olena Kaminska,,Sociology and Political Science,Social Sciences,Survey Methodology and Nonresponse,https://openalex.org/W2127079596,Satisficing Among Reluctant Respondents in a Cross-National Context,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5051442897,Greg Brown,The University of Queensland; Central Washington University,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2031715202,Measuring change in place values using public participation GIS (PPGIS),outgoing
https://openalex.org/W2404141049,https://openalex.org/A5022994462,G. Brent Hall,University of Otago,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W2012021896,Community-based production of geographic information using open source software and Web 2.0,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W2080799620,Which ‘public'? Sampling effects in public participation GIS (PPGIS) and volunteered geographic information (VGI) systems for public lands management,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5062428908,Jennifer L. Beverly,Canadian Forest Service,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2164933298,Assessing spatial attributes of forest landscape values: an internet-based participatory mapping approach,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5008207808,Vera Helene Hausner,UiT The Arctic University of Norway,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W1209234837,Effects of land tenure and protected areas on ecosystem services and land use preferences in Norway,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5035573977,Amy Pocewicz,The Nature Conservancy,Epidemiology,Medicine,Data-Driven Disease Surveillance,https://openalex.org/W2122895493,An Evaluation of Internet Versus Paper‐based Methods for Public Participation Geographic Information Systems (PPGIS),outgoing
https://openalex.org/W2404141049,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2162084786,Assessing the value of public lands using public participation GIS (PPGIS) and social landscape metrics,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5030681852,Bruce Hannon,National Center for Supercomputing Applications; University of Illinois Urbana-Champaign,Economics and Econometrics,"Economics, Econometrics and Finance",Economic and Environmental Valuation,https://openalex.org/W2027275578,"Sense of place: geographic discounting by people, animals and plants",outgoing
https://openalex.org/W2404141049,https://openalex.org/A5008834337,Isabelle D. Wolf,National Parks and Wildlife Service; Parks and Wildlife Service; UNSW Sydney,Social Psychology,Psychology,"Recreation, Leisure, Wilderness Management",https://openalex.org/W407471034,The use of public participation GIS (PPGIS) for park visitor management: A case study of mountain biking,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5078177514,Seth Spielman,University of Colorado Boulder,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W2013621326,"Spatial collective intelligence? Credibility, accuracy, and volunteered geographic information",outgoing
https://openalex.org/W2404141049,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2027658358,Measuring Change in Place Values for Environmental and Natural Resource Planning Using Public Participation GIS (PPGIS): Results and Challenges for Longitudinal Research,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W1783273783,Engaging the wisdom of crowds and public judgement for land use planning using public participation geographic information systems,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5028950413,Falguni Mukherjee,Sam Houston State University,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W1892114135,Public Participatory GIS,outgoing
https://openalex.org/W2404141049,https://openalex.org/A5090934546,Azadeh Karimi,The University of Queensland; Ferdowsi University of Mashhad,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W576099695,Methods and participatory approaches for identifying social-ecological hotspots,outgoing
